#
#   VizieR Astronomical Server vizier.cds.unistra.fr
#    Date: 2026-07-23T12:46:02 [V7.5.6]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	service_protocol=ASU	  IVOID of the protocol through which the data was retrieved
#INFO	request_date=2026-07-23T12:46:02	  Query execution date
#INFO	request=https://vizier.cds.unistra.fr/viz-bin/asu-tsv?-source=J/AcA/69/305/table1&-out=Name,GLON,GLAT,Dist,e_Dist,Age,_RA.icrs,_DE.icrs&-out.max=3000	  Full request URL
#INFO	contact=cds-question@unistra.fr	  Email or URL to contact publisher
#INFO	server_software=VizieR/7.5.6	  Software version
#INFO	publisher=CDS	  Data centre that produced the VOTable

#RESOURCE=yCat_120690305
#Name: J/AcA/69/305
#Title: Northern Galactic disk classical Cepheids (Skowron+, 2019)
#INFO	ivoid=ivo://cds.vizier/j/aca/69/305	    IVOID of underlying data collection
#INFO	data_ivoid=ivo://cds.vizier/j/aca/69/305	    IVOID of underlying data collection
#INFO	creator=Skowron D.M.	    First author or institution
#INFO	cites=bibcode:2019AcA....69..305S	    Article or Data origin sources
#INFO	journal=AcA	    Journal name
#INFO	original_date=2019	    Year of the article publication
#INFO	reference_url=https://cdsarc.cds.unistra.fr/viz-bin/cat/J/AcA/69/305	    Dataset landing page
#INFO	citation=doi:10.26093/cds/vizier.120690305	    Dataset identifier that can be used for citation
#INFO	publication_date=2025-09-25	    Date of first publication in the data centre
#INFO	rights_uri=https://cds.unistra.fr/vizier-org/licences_vizier.html	    Licence URI
#Coosys	G:	galactic
#Table	J_AcA_69_305_table1:
#Name: J/AcA/69/305/table1
#Title: Newly detected classical Cepheids
#Column	Name	(a23)	Cepheid ID	[ucd=meta.id;meta.main]
#Column	GLON	(F9.5)	Galactic longitude	[ucd=pos.galactic.lon]
#Column	GLAT	(F9.5)	Galactic latitude	[ucd=pos.galactic.lat]
#Column	Dist	(I6)	? Distance to the Cepheid	[ucd=pos.distance]
#Column	e_Dist	(I4)	? Distance to the Cepheid error	[ucd=stat.error]
#Column	Age	(I4)	Cepheid age	[ucd=time.age]
#Column	_RA.icrs	(F9.5)	Right ascension (ICRS) (computed by VizieR, not part of the original data. The format may include more digits than the original data because of internal accuracy requirements in VizieR and across other CDS services)	[ucd=pos.eq.ra]
#Column	_DE.icrs	(F9.5)	Declination (ICRS) (computed by VizieR, not part of the original data. The format may include more digits than the original data because of internal accuracy requirements in VizieR and across other CDS services)	[ucd=pos.eq.dec]
Name	GLON	GLAT	Dist	e_Dist	Age	_RA.icrs	_DE.icrs
V912__Aql              	033.29881	+01.07730	  1285	  35	 114	282.06791	+00.81770
OGLE-GD-CEP-1255       	033.40639	-00.78461	  8571	 212	  99	283.77412	+00.06447
OGLE-GD-CEP-1251       	033.48759	-00.30094	 12404	 364	  66	283.38070	+00.35731
OGLE-GD-CEP-1250       	033.51808	+00.04085	  3979	 135	  44	283.09041	+00.54030
OGLE-GD-CEP-1391       	033.73762	+01.39899	 13922	 663	 111	281.98151	+01.35481
OGLE-GD-CEP-1252       	033.84342	-00.34230	  3448	 115	  30	283.57979	+00.65511
OGLE-GD-CEP-1248       	033.86081	+00.24786	  4034	 101	  49	283.06245	+00.93972
OGLE-GD-CEP-1263       	033.94536	-01.35784	      	    	  94	284.53005	+00.28256
V336__Aql              	034.19091	-02.13345	  2043	  64	  84	285.33220	+00.14703
OGLE-GD-CEP-1265       	034.50973	-01.72811	 12789	 636	  86	285.11700	+00.61556
OGLE-GD-CEP-1395       	034.59883	+01.41107	 11568	 288	  67	282.36317	+02.12672
OGLE-GD-CEP-1407       	034.85424	-00.05121	  4091	 108	  51	283.78188	+01.68741
OGLE-GD-CEP-1405       	035.03510	+00.33889	 19169	 928	  87	283.51708	+02.02630
BQ____Ser              	035.12944	+05.37483	  1040	  36	 117	279.06641	+04.39825
OGLE-GD-CEP-1266       	035.20227	-01.41318	  2150	 160	 115	285.15300	+01.37525
OGLE-GD-CEP-1269       	035.37799	-04.94355	      	    	  82	288.37312	-00.08316
OGLE-GD-CEP-1409       	035.51655	+00.03691	  5155	 144	  51	284.00580	+02.31697
SZ____Aql              	035.60319	-02.34392	  1790	  76	  52	286.16425	+01.30617
OGLE-GD-CEP-1261       	035.60562	-00.36315	  4134	 123	  68	284.40271	+02.21361
OGLE-GD-CEP-1388       	035.81171	+03.91020	      	    	 143	280.68492	+04.34170
OGLE-GD-CEP-1406       	035.89617	+00.51846	 11064	 761	 113	283.75021	+02.87448
TT____Aql              	036.00564	-03.14115	  1051	  44	  60	287.05729	+01.29867
OGLE-GD-CEP-1390       	036.02872	+03.26625	 19448	 902	 230	281.35896	+04.24273
OGLE-GD-CEP-1262       	036.06439	-00.24812	  4387	 110	  56	284.50996	+02.67428
OGLE-GD-CEP-1264       	036.11561	-00.71584	  2556	  59	  86	284.94987	+02.50616
OGLE-GD-CEP-1260       	036.37053	+00.11548	  5053	 147	  55	284.32604	+03.11267
OGLE-GD-CEP-1411       	036.74398	+00.44648	  2787	  69	  87	284.20179	+03.59603
OGLE-GD-CEP-1393       	036.91397	+02.81453	      	    	 169	282.16521	+04.82542
OGLE-GD-CEP-1403       	036.92415	+01.35472	 13106	 475	 104	283.47396	+04.17053
BEST-lrcby_00668       	037.02746	+04.00350	      	    	 184	281.15266	+05.46532
CoRoT211626074         	037.03844	-00.82440	  2351	  46	  98	285.46904	+03.27714
J282.2041+05.2860      	037.34256	+02.98902	      	    	  52	282.20416	+05.28603
J181932.39+091737.5    	037.68717	+11.27332	  8136	 326	 222	274.88495	+09.29375
OGLE-GD-CEP-1413       	037.69643	+00.76748	  2040	  61	  48	284.35125	+04.58995
V1837_Aql              	038.03661	-03.67242	  2214	  63	 174	288.46132	+02.85555
OGLE-GD-CEP-1392       	038.05560	+03.55143	 19714	 931	 152	282.02462	+06.17550
J285.7178+04.5198      	038.25692	-00.47609	  2639	 130	  32	285.71780	+04.51980
FN____Aql              	038.53883	-03.11488	  1419	  44	  74	288.19712	+03.55741
OGLE-GD-CEP-1399       	038.58985	+02.92078	      	    	 175	282.83337	+06.36512
V1344_Aql              	039.15496	-02.56964	   882	  30	  85	287.99654	+04.35486
OGLE-GD-CEP-1397       	039.17036	+03.42839	      	    	 189	282.64233	+07.11186
V480__Aql              	039.18432	+03.43218	  2857	 100	  49	282.64529	+07.12600
OGLE-GD-CEP-1396       	039.44512	+03.72126	 18298	1075	 197	282.50417	+07.48895
OGLE-GD-CEP-1394       	039.61195	+04.15429	      	    	 186	282.19030	+07.83311
OGLE-GD-CEP-1426       	039.62749	+00.42743	  6442	 162	  67	285.54154	+06.15197
OGLE-GD-CEP-1402       	039.86695	+03.09259	 16812	 697	  90	283.26192	+07.57964
OGLE-GD-CEP-1444       	039.90803	-00.54284	  5032	 108	  77	286.53796	+05.95625
OGLE-GD-CEP-1445       	039.98470	-00.56928	  5464	 165	  35	286.59700	+06.01219
J282.3561+08.8844      	040.62713	+04.48211	 19122	1259	 230	282.35613	+08.88444
OGLE-GD-CEP-1462       	040.69145	-00.95181	  3233	  83	 112	287.26579	+06.46356
OGLE-GD-CEP-1434       	040.69674	+00.49471	  9183	 236	  36	285.97451	+07.13320
OGLE-GD-CEP-1412       	040.78415	+02.40719	      	    	  70	284.29833	+08.08451
OGLE-GD-CEP-1439       	040.86587	+00.17160	  6668	 202	  58	286.34204	+07.13522
OGLE-GD-CEP-1418       	040.88189	+01.88926	 13658	 422	 137	284.80888	+07.93553
OGLE-GD-CEP-1417       	040.92748	+02.04788	      	    	 155	284.68729	+08.04839
eta___Aql              	040.93433	-13.07264	   272	  11	  89	298.11820	+01.00567
OGLE-GD-CEP-1400       	040.94932	+03.90271	 20247	1242	 223	283.02625	+08.90970
OGLE-GD-CEP-1419       	041.02694	+01.86768	 13406	 569	 103	284.89504	+08.05470
OGLE-GD-CEP-1455       	041.26122	-00.33617	  5721	 143	  70	286.97975	+07.25284
OGLE-GD-CEP-1425       	041.41820	+01.40050	  3479	  91	  69	285.49530	+08.18925
OGLE-GD-CEP-1447       	041.53568	+00.18544	  5196	 119	 150	286.64000	+07.73651
OGLE-GD-CEP-1422       	041.58365	+01.83596	 13216	 402	 122	285.18017	+08.53533
WISEJ190213.1+083859   	041.85482	+01.55875	 13800	 347	 100	285.55479	+08.64978
OGLE-GD-CEP-1404       	041.88404	+03.86257	      	    	 134	283.48971	+09.72342
V572_Aql               	041.90158	-15.42749	  6530	 205	  90	300.63621	+00.71389
OGLE-GD-CEP-1428       	041.91305	+01.57960	 12576	 396	 119	285.56296	+08.71108
OGLE-GD-CEP-1449       	042.09103	+00.44028	  7566	 258	  39	286.66929	+08.34684
OGLE-GD-CEP-1424       	042.21437	+01.81437	 18086	 662	 183	285.49096	+09.08628
OGLE-GD-CEP-1450       	042.22258	+00.32370	  7799	 311	  57	286.83508	+08.41003
OGLE-GD-CEP-1464       	042.44740	-00.04578	  6394	 205	  57	287.27129	+08.43940
OGLE-GD-CEP-1416       	042.48350	+03.02135	 16288	 887	 185	284.52588	+09.87559
OGLE-GD-CEP-1457       	042.53536	+00.24202	  7438	 201	  43	287.05400	+08.65009
OGLE-GD-CEP-1431       	042.55133	+01.65713	 16960	 550	 159	285.78863	+09.31392
OGLE-GD-CEP-1429       	042.56302	+01.88595	 16130	 538	 157	285.58780	+09.42894
OGLE-GD-CEP-1433       	042.63530	+01.55754	 17829	 566	 144	285.91729	+09.34297
J283.8051+10.4159      	042.64386	+03.89869	 21765	1719	 278	283.80511	+10.41592
OGLE-GD-CEP-1440       	042.64436	+01.07134	 12145	 247	  56	286.35929	+09.12817
OGLE-GD-CEP-1401       	042.66813	+04.69650	 23675	1060	 247	283.09183	+10.79744
OGLE-GD-CEP-1430       	042.70019	+01.78244	 13541	 463	 426	285.74467	+09.50356
OGLE-GD-CEP-1476       	042.86981	-00.46966	  5305	 176	  35	287.84871	+08.61834
J191719+0757.7         	042.96845	-02.07147	   946	  59	  91	289.32879	+07.96223
V800__Aql              	043.14483	+03.78856	 18504	 975	  55	284.13509	+10.81187
OGLE-GD-CEP-1435       	043.32684	+01.83430	 16620	 403	 101	285.98867	+10.08422
OGLE-GD-CEP-1436       	043.33900	+01.68287	      	    	 172	286.13104	+10.02569
BB____Her              	043.33980	+06.80092	  3582	 118	  81	281.47542	+12.33614
OGLE-GD-CEP-1437       	043.35283	+01.58548	 14925	 528	 110	286.22538	+09.99336
OGLE-GD-CEP-1448       	043.42797	+01.14784	 14294	 561	 153	286.65513	+09.85928
OGLE-GD-CEP-1459       	043.51714	+00.58106	      	    	  92	287.20737	+09.67764
OGLE-GD-CEP-1473       	043.71343	+00.23004	  5487	 193	  93	287.61517	+09.68983
V600__Aql              	043.88954	-02.62736	  1761	  52	  86	290.25979	+08.51633
OGLE-GD-CEP-1516       	043.91525	-01.25347	  2994	 105	 100	289.04242	+09.18067
OGLE-GD-CEP-1456       	044.04731	+01.08351	      	    	 172	287.00238	+10.37959
V1183_Aql              	044.14704	+04.45270	      	    	  92	283.99143	+12.00371
OGLE-GD-CEP-1465       	044.15639	+00.79114	 10676	 291	  94	287.31726	+10.34172
OGLE-GD-CEP-1481       	044.25718	+00.10354	  5428	 183	  60	287.98425	+10.11347
OGLE-GD-CEP-1482       	044.25718	+00.10349	  5428	 182	  60	287.98430	+10.11345
J190001.20+114228.9    	044.33262	+03.43428	      	    	  58	285.00500	+11.70791
FM____Aql              	044.34314	+00.88885	   929	  24	  96	287.31662	+10.55247
OGLE-GD-CEP-1510       	044.37774	-00.74815	  3575	  68	 124	288.80708	+09.82511
J285.0709+11.8396      	044.47955	+03.43660	 24001	1266	 174	285.07092	+11.83964
OGLE-GD-CEP-1432       	044.62451	+02.58144	      	    	 173	285.91576	+11.57905
OGLE-GD-CEP-1461       	044.62951	+01.12955	      	    	 174	287.23350	+10.91750
OGLE-GD-CEP-1414       	044.64689	+04.23956	 19866	 882	 270	284.41617	+12.35223
J193056.77+080447.0    	044.66198	-04.99446	 27216	1357	 143	292.73654	+08.07972
OGLE-GD-CEP-1415       	044.67067	+04.22456	 22757	1087	 245	284.44084	+12.36661
OGLE-GD-CEP-1493       	044.82430	-00.03768	  4975	 113	 104	288.37859	+10.55059
OGLE-GD-CEP-1451       	045.02903	+01.77261	      	    	 153	286.83867	+11.56794
OGLE-GD-CEP-1438       	045.03667	+02.43724	 16863	 407	 181	286.23896	+11.87938
OGLE-GD-CEP-1500       	045.05157	-00.05617	  3862	  79	  95	288.50258	+10.74331
OGLE-GD-CEP-1452       	045.09262	+01.74156	 15153	 689	 148	286.89663	+11.61013
No459                  	045.11451	-01.25336	  3461	 105	  91	289.60975	+10.24125
OGLE-GD-CEP-1463       	045.16056	+01.36770	 15157	 378	 126	287.26733	+11.49845
OGLE-GD-CEP-1470       	045.31394	+01.14122	 10848	 337	 109	287.54458	+11.53012
OGLE-GD-CEP-1471       	045.45945	+01.21457	 13332	 419	 111	287.54667	+11.69303
OGLE-GD-CEP-1468       	045.47258	+01.24834	 13780	 553	 162	287.52226	+11.72025
V1795_Aql              	045.49257	+01.41567	  7474	 296	  46	287.38000	+11.81514
OGLE-GD-CEP-1480       	045.56433	+00.83005	  3686	  82	 301	287.94434	+11.60839
OGLE-GD-CEP-1502       	045.57022	+00.13554	  3192	  63	  72	288.57500	+11.29167
OGLE-GD-CEP-1477       	045.57191	+00.86843	 10649	 305	 116	287.91318	+11.63286
OGLE-GD-CEP-1472       	045.69962	+01.28236	      	    	 156	287.59841	+11.93733
OGLE-GD-CEP-1441       	045.76109	+02.58683	      	    	 150	286.44167	+12.59136
OGLE-GD-CEP-1460       	045.87339	+01.78698	 14818	 414	 142	287.22221	+12.32403
OGLE-GD-CEP-1479       	045.91107	+01.01593	  8964	 227	 148	287.93979	+12.00175
OGLE-GD-CEP-1519       	045.93511	-00.33927	  4445	 138	  52	289.17684	+11.39364
OGLE-GD-CEP-1453       	046.01129	+02.20212	 18830	 867	  76	286.90946	+12.63722
OGLE-GD-CEP-1499       	046.11159	+00.52721	  9844	 392	  29	288.47750	+11.95300
V916__Aql              	046.18797	+01.64253	  2932	  68	  60	287.50179	+12.53661
OGLE-GD-CEP-1496       	046.29386	+00.65081	  5415	 134	  52	288.45204	+12.17181
OGLE-GD-CEP-1489       	046.33247	+00.96037	 11040	 319	 116	288.18967	+12.34953
OGLE-GD-CEP-1420       	046.41200	+04.57342	 23915	1102	 264	284.92675	+14.07316
OGLE-GD-CEP-1474       	046.42599	+01.63534	 17165	 621	 182	287.62076	+12.74442
OGLE-GD-CEP-1532       	046.67946	-00.73131	  3928	  73	 122	289.88592	+11.86834
J192832.20+104812.6    	046.78163	-03.17724	  5717	 185	 127	292.13417	+10.80351
OGLE-GD-CEP-1497       	046.79567	+00.90445	 10201	 410	  93	288.46038	+12.73397
OGLE-GD-CEP-1508       	046.80986	+00.65187	  4367	  80	  83	288.69642	+12.62925
OGLE-GD-CEP-1484       	046.81226	+01.38878	 12146	 580	 130	288.02800	+12.97303
OGLE-GD-CEP-1507       	046.85403	+00.69521	  5392	 167	  43	288.67813	+12.68850
J288.9704+12.6190      	046.92521	+00.41042	  4197	 100	  88	288.97044	+12.61902
OGLE-GD-CEP-1515       	046.94230	+00.40749	  4036	  96	  85	288.98125	+12.63278
OGLE-GD-CEP-1446       	046.99250	+03.03668	      	    	 226	286.60871	+13.89084
OGLE-GD-CEP-1512       	047.02255	+00.58008	  4078	  88	  94	288.86296	+12.78415
OGLE-GD-CEP-1503       	047.02478	+00.88094	 10102	 221	 105	288.59079	+12.92597
OGLE-GD-CEP-1505       	047.08987	+00.89925	 12000	 343	  29	288.60517	+12.99211
OGLE-GD-CEP-1486       	047.20096	+01.51685	 14085	 368	 111	288.09596	+13.37678
OGLE-GD-CEP-1524       	047.22936	+00.11181	  5288	 179	  58	289.38659	+12.74880
OGLE-GD-CEP-1469       	047.27851	+02.17913	 18298	 648	 190	287.52838	+13.75120
OGLE-GD-CEP-1506       	047.34772	+01.01112	  5400	  94	  82	288.62638	+13.27239
OGLE-GD-CEP-1517       	047.40902	+00.53211	  7029	 188	  83	289.09117	+13.10380
OGLE-GD-CEP-1525       	047.54541	+00.10760	  4744	  95	  74	289.54192	+13.02625
V1803_Aql              	047.56374	-00.42005	  1478	  40	  78	290.02900	+12.79527
V1804_Aql              	047.61815	-00.52568	  3265	 140	  50	290.15083	+12.79372
OGLE-GD-CEP-1513       	047.65832	+00.81986	 10518	 224	  91	288.94883	+13.45842
OGLE-GD-CEP-1520       	047.65878	+00.56816	  8519	 320	  55	289.17800	+13.34156
OGLE-GD-CEP-1485       	047.70223	+01.82480	 19082	 577	 207	288.05338	+13.96345
OGLE-GD-CEP-1488       	047.70493	+01.72182	 15777	 487	 218	288.14875	+13.91822
OGLE-GD-CEP-1498       	047.71504	+01.36817	 13528	 537	  56	288.47638	+13.76339
J193206+1132.9         	047.85390	-03.58446	  9960	 356	  91	293.01971	+11.54975
OGLE-GD-CEP-1530       	047.88442	-00.05425	  3732	  81	  93	289.85175	+13.25005
J287.1801+14.6129      	047.88929	+02.87507	 18293	 812	 199	287.18013	+14.61297
OGLE-GD-CEP-1483       	047.91674	+01.96909	 17429	 544	 190	288.02359	+14.22025
EV____Aql              	047.95493	+03.43933	 11957	 472	  34	286.69233	+14.92953
OGLE-GD-CEP-1495       	047.98467	+01.56046	 15583	 453	 220	288.42959	+14.09136
OGLE-GD-CEP-1491       	048.01471	+01.67564	 17105	 460	  54	288.33867	+14.17133
OGLE-GD-CEP-1521       	048.08124	+00.72228	 11128	 406	 105	289.24042	+13.78712
OGLE-GD-CEP-1492       	048.13314	+01.72110	 16323	 667	 100	288.35367	+14.29731
OGLE-GD-CEP-1478       	048.29158	+02.25885	 17070	 662	 186	287.93675	+14.68630
OGLE-GD-CEP-1522       	048.41564	+00.87553	 12363	 316	  91	289.26146	+14.15436
4512950187838606464    	048.60989	+03.96174	 19133	 743	 122	286.51933	+15.74944
OGLE-GD-CEP-1529       	048.72586	+00.42431	  5203	 156	  52	289.82246	+14.21764
J192310+1351.4         	048.85002	-00.57609	  1630	  38	 113	290.79266	+13.85667
OGLE-GD-CEP-1509       	048.85983	+01.72417	 12466	 653	 142	288.69888	+14.94231
OGLE-GD-CEP-1501       	048.88285	+01.91679	 14110	 424	 141	288.53325	+15.05203
J190559.09+160552.9    	048.91090	+04.14020	  8464	 315	 133	286.49621	+16.09802
OGLE-GD-CEP-1531       	049.04636	+00.54930	  5411	 114	  91	289.86350	+14.55933
OGLE-GD-CEP-1523       	049.15614	+01.23014	      	    	  89	289.29416	+14.97467
J293.0109+13.0435      	049.16262	-02.86038	 11858	 526	  63	293.01096	+13.04358
FF____Aql              	049.20500	+06.36327	   403	  14	 116	284.56145	+17.36091
OGLE-GD-CEP-1490       	049.26597	+02.34011	 18495	 419	 164	288.32796	+15.58736
OGLE-GD-CEP-1542       	049.32912	-00.06349	  4404	 144	  35	290.55958	+14.52092
OGLE-GD-CEP-1504       	049.39153	+02.11229	 18116	 679	 154	288.59791	+15.59311
OGLE-GD-CEP-1511       	049.41457	+01.84597	 17252	 462	 231	288.85388	+15.48995
OGLE-GD-CEP-1467       	049.41573	+03.34726	 19470	1052	 236	287.47009	+16.18395
4513544886184515584    	049.87825	+04.13858	 15766	 587	 159	286.95605	+16.95626
OGLE-GD-CEP-1475       	049.90593	+03.40018	 15856	1062	 311	287.65513	+16.64303
OGLE-GD-CEP-1543       	049.96760	+00.25966	  5113	 111	 109	290.57608	+15.23634
OGLE-GD-CEP-1487       	049.98191	+02.94105	      	    	 238	288.11688	+16.49920
J192052.46+153315.1    	050.08585	+00.71337	  4145	 101	  68	290.21858	+15.55420
OGLE-GD-CEP-1544       	050.22614	+00.05548	  2703	  57	  99	290.88922	+15.36789
J290.2575+15.7989      	050.31958	+00.79525	  3931	  95	  94	290.25759	+15.79897
WISEJ191336.3+165314   	050.45283	+02.87831	 19526	 952	 165	288.40155	+16.88750
V733__Aql              	050.49442	-09.27383	  3740	 113	  92	299.38757	+11.04367
OGLE-GD-CEP-1536       	050.73534	+01.05641	  5875	 171	  46	290.22096	+16.28864
OGLE-GD-CEP-1537       	050.73536	+01.05637	  5875	 166	  46	290.22100	+16.28864
OGLE-GD-CEP-1557       	050.80005	-00.78770	  3465	  79	 104	291.94166	+15.47264
OGLE-GD-CEP-1528       	050.91516	+01.65992	 14898	 474	 111	289.75279	+16.73030
OGLE-GD-CEP-1546       	051.08088	+00.12221	  4627	 126	  58	291.24855	+16.15239
OGLE-GD-CEP-1547       	051.10595	+00.13553	  3983	 100	  68	291.24871	+16.18078
OGLE-GD-CEP-1545       	051.15272	+00.48497	  5024	 124	  80	290.95113	+16.38742
OGLE-GD-CEP-1527       	051.33020	+01.97651	      	    	 121	289.66284	+17.24500
OGLE-GD-CEP-1534       	051.40902	+01.42073	      	    	  63	290.21538	+17.05436
OGLE-GD-CEP-1565       	051.46082	-01.24186	 12487	 477	 101	292.68417	+15.83537
V367__Sge              	051.46412	+01.71387	  1458	  38	 109	289.97145	+17.24047
NSVS11230034           	051.99509	-00.44076	  2888	  60	  94	292.21850	+16.68819
OGLE-GD-CEP-1540       	052.07865	+01.48895	 13374	 502	  98	290.48192	+17.67730
J290.1907+18.1331      	052.35100	+01.94769	  4154	  91	  68	290.19070	+18.13311
OGLE-GD-CEP-1551       	052.64698	+00.78588	  4341	  83	  88	291.41450	+17.84584
OGLE-GD-CEP-1559       	052.84123	+00.08388	  3869	  85	  61	292.15979	+17.68219
OGLE-GD-CEP-1548       	052.88886	+01.03787	 12875	 361	  68	291.30187	+18.17828
OGLE-GD-CEP-1569       	052.98111	-00.62607	  5638	 171	  52	292.88358	+17.46428
OGLE-GD-CEP-1553       	053.54750	+01.11168	 12033	 808	 154	291.56292	+18.79294
OGLE-GD-CEP-1539       	053.64067	+02.32461	  8074	 254	 165	290.47800	+19.44803
J292.3844+18.7263      	053.86014	+00.39626	  5741	 141	  50	292.38445	+18.72632
OGLE-GD-CEP-1549       	053.87149	+01.50595	  8364	 205	  85	291.35842	+19.26516
OGLE-GD-CEP-1555       	053.90906	+01.13089	 12647	 328	 105	291.72679	+19.12009
OGLE-GD-CEP-1518       	053.97291	+03.94210	 18381	 791	 225	289.11971	+20.49525
J292.9845+18.5534      	053.98181	-00.18545	  4372	 100	 107	292.98452	+18.55344
OGLE-GD-CEP-1562       	054.02895	+00.48871	  7837	 221	  40	292.38417	+18.91878
OGLE-GD-CEP-1554       	054.06003	+01.37925	 12713	 386	  84	291.57137	+19.37095
V377__Sge              	054.22391	+00.62749	  4193	  77	  93	292.35409	+19.15639
OGLE-GD-CEP-1563       	054.24839	+00.50460	  6516	 135	  75	292.48067	+19.11898
V354__Sge              	054.30608	+00.17614	  8692	 217	  98	292.81479	+19.01178
V364__Sge              	054.30832	+00.19337	  4127	  83	  91	292.79995	+19.02203
OGLE-GD-CEP-1572       	054.39685	-00.12542	  6334	 217	  32	293.14046	+18.94594
J192550.01+194925.2    	054.40809	+01.68783	  3998	  87	 104	291.45838	+19.82366
GX____Sge              	054.51149	+00.31166	  4008	 101	  61	292.79366	+19.25705
OGLE-GD-CEP-1566       	054.56443	+00.45406	  4731	 100	  87	292.68833	+19.37194
V355__Sge              	054.76123	-00.78429	  3468	  78	  37	293.93649	+18.94517
J192801.27+195659.6    	054.76387	+01.29547	  5270	 117	 117	292.00529	+19.94989
GY____Sge              	054.92633	-00.55205	  2701	  70	  28	293.80679	+19.20239
OGLE-GD-CEP-1567       	054.96527	+00.62291	  7876	 184	 138	292.73567	+19.80459
KL____Aql              	055.08792	-07.60534	  3750	 115	  93	300.29092	+15.80353
V471__Vul              	055.13782	-00.17433	  4013	  80	  95	293.56563	+19.57070
S_____Sge              	055.16824	-06.11920	   657	  31	  81	299.00525	+16.63481
DG____Sge              	055.61826	-01.61402	  3155	  88	 112	295.14634	+19.28556
J193320.52+201705.8    	055.65775	+00.36090	  4715	 110	  57	293.33548	+20.28483
OGLE-GD-CEP-1552       	055.71882	+02.32094	 15412	 647	  70	291.52638	+21.27716
J294.1271+20.0413      	055.80607	-00.40688	  4052	  77	  91	294.12712	+20.04139
OGLE-GD-CEP-1541       	055.92883	+03.51616	 17538	 967	 206	290.49825	+22.02511
U_____Vul              	056.07432	-00.28923	      	    	  87	294.15721	+20.33294
OGLE-GD-CEP-1556       	056.23145	+02.37995	 13253	 316	 147	291.73171	+21.75606
OGLE-GD-CEP-1574       	056.75715	+00.90058	 11959	 295	  98	293.39938	+21.50803
OGLE-GD-CEP-1577       	057.05158	+00.82538	  6479	 265	  43	293.62359	+21.72911
J193606.44+215011.4    	057.32756	+00.55035	  5111	 103	  46	294.02690	+21.83650
OGLE-GD-CEP-1568       	057.51596	+01.86960	  7741	 335	 106	292.87826	+22.63994
J193609.9+220833       	057.60149	+00.68775	  7328	 193	 130	294.04150	+22.14264
J193425.8+222615       	057.66406	+01.18183	  9702	 244	  93	293.60775	+22.43753
OGLE-GD-CEP-1550       	057.96627	+03.64930	 18109	 843	 332	291.40784	+23.88286
OGLE-GD-CEP-1564       	058.03514	+02.54573	 17208	 642	 386	292.50379	+23.41939
OGLE-GD-CEP-1578       	058.37149	+01.39689	 10163	 338	  47	293.77609	+23.16028
V474__Vul              	058.47526	-00.32950	  3559	  95	  48	295.46291	+22.40361
J297.2669+21.8580      	058.84003	-02.04917	 10838	 427	 124	297.26696	+21.85805
V411__Vul              	059.20399	-00.24981	  4730	 110	  98	295.78025	+23.07572
NSV24859               	059.33486	-00.27247	  1572	  76	 103	295.87246	+23.17794
BR____Vul              	059.44185	-01.03350	  2065	  50	 105	296.64662	+22.88978
V410__Vul              	059.49323	-00.04950	  3775	  86	  82	295.74771	+23.42628
OGLE-GD-CEP-1582       	059.51642	-00.79841	  5123	 121	 123	296.46646	+23.07230
J194709.17+230600.7    	059.68914	-01.04030	  4279	  94	  92	296.78814	+23.10004
J296.7150+23.2350      	059.77195	-00.91431	  5822	 210	  60	296.71505	+23.23500
J193902.85+242306.2    	059.88120	+01.20781	  4957	 109	 104	294.76191	+24.38500
V412__Vul              	060.46498	-00.18117	  6798	 179	  96	296.40278	+24.20247
V413__Vul              	060.48683	-00.32130	  5784	 140	  98	296.54767	+24.15105
J194440.88+245526.9    	060.98393	+00.36305	  7717	 203	  52	296.17044	+24.92415
J295.7626+25.2236      	061.05939	+00.83252	  6146	 128	 103	295.76267	+25.22363
V415__Vul              	061.09779	-00.12138	  4848	 108	  85	296.69524	+24.77969
V414__Vul              	061.22978	+00.10823	 10351	 268	 119	296.54958	+25.00923
J193235.01+264817.3    	061.29026	+03.65676	      	    	  90	293.14591	+26.80479
J297.7863+25.3136      	062.05906	-00.70299	  2146	  42	 115	297.78634	+25.31369
HO____Vul              	062.17992	-02.68214	  2136	  72	 100	299.72295	+24.39506
GQ____Vul              	062.28681	+00.26262	  4481	 113	  63	296.99170	+26.00014
J194638.36+263626.3    	062.66131	+00.82558	  6100	 199	  55	296.65983	+26.60731
V417__Vul              	062.89541	-00.12220	  5471	 105	  77	297.70525	+26.32928
J295.3651+27.6424      	062.98471	+02.34043	 13981	 366	 159	295.36516	+27.64249
V416__Vul              	063.30988	+00.22432	  7833	 225	 102	297.60795	+26.86247
S_____Vul              	063.44541	+00.82982	  3491	 105	  24	297.09920	+27.28649
J298.5070+26.9338      	063.78188	-00.42773	  4723	 131	  57	298.50700	+26.93387
X_____Vul              	063.85810	-01.28181	  1054	  33	  95	299.36920	+26.55648
AS____Vul              	063.91740	+01.27425	  4195	 101	  64	296.93529	+27.91825
SV____Vul              	063.94697	+00.32196	  2226	 110	  31	297.87879	+27.46025
J297.2747+28.1332      	064.25444	+01.12436	  8949	 227	 109	297.27477	+28.13321
